nb_connexions_jour,duree_moy_session_min,volume_data_mo,frequence_hors_horaires,nb_echecs_auth,diversite_destinations,ecart_profil_moyen,frequence_changement_session,true_label
37.26191130402062,15.36161365035495,716.7211861107305,0.17603066566498907,1,4.6902680406508335,0.064058667405374,1.7531146034313096,0
37.51714924651205,21.423592011558956,556.422724553474,0.3516923169546369,2,10.008428565659846,0.13268434409672267,1.8664022066722306,0
42.225459660092454,15.32698487159537,966.8814939954203,0.2837424828348463,1,7.470635922878199,0.24507950838266315,0.6073512422167464,0
19.285188655789057,29.260774875348396,552.2428590536286,0.1361510257855958,2,6.325623724417654,0.31832603895033257,2.5564217054585403,0
23.709714306671927,20.025615972451213,853.6091289949898,0.05128948559285809,1,7.970002583046456,0.24151803253402573,1.3256570464280744,0
34.435520965770294,18.998713249278335,718.0024588804642,0.13187693580654325,0,8.126270910336519,0.37176981441914153,2.523039632963558,0
26.466736045906814,14.86283983708039,786.5299246667619,0.17069429698103517,1,8.419568581167375,0.28803068424015443,3.1993367809282507,0
29.694856750402163,22.976433487100934,1080.0594974221565,0.1495854827686905,0,8.580757050085705,0.023870897324986318,1.907694606199226,0
27.893088200381072,18.595993832575356,691.1652508582445,0.05378903306638557,3,10.808867016349481,0.18241860289666806,1.8389096227383266,0
105.74645011293046,1.1958607029071207,2323.3606943493032,0.8087323501220758,8,19.68213230406939,0.9628139940191245,7.37247278051467,1
29.340480348687716,10.812732644466909,1175.9160391272012,0.4432172334102976,0,5.143714723441899,0.2457631589458327,2.547302674776974,0
26.385447406809455,16.525541615484336,861.1808169874274,0.07214964435016677,3,8.236218205081176,0.3583920966535608,3.078533546062947,0
16.459036564939247,13.005866561374628,706.1998546212083,0.24071092204727063,0,6.882470575446542,0.0777656643130214,1.4460314514225527,0
18.532051176854498,14.088983353187045,699.2074414000749,0.14152669743693364,0,4.872420767795937,0.21607630327403787,1.6765205781233727,0
28.9839863299636,26.456084641113478,834.010386599579,0.26736344744483337,1,7.069249477518492,0.22056949901397988,2.0007086276805217,0
32.6033907054884,23.905934390859503,457.2593466417478,0.048000615283615045,1,8.527395431696094,0.447281075471809,3.058780673490247,0
50.28673288392881,7.122388552553165,1781.2659919367336,0.6470007360849493,6,22.294970008371454,1.0407960034018418,11.838372224749868,1
