nb_connexions_jour,duree_moy_session_min,volume_data_mo,frequence_hors_horaires,nb_echecs_auth,diversite_destinations,ecart_profil_moyen,frequence_changement_session,true_label,anomaly_pred,anomaly_score
37.26191130402062,15.36161365035495,716.7211861107305,0.176030665664989,1,4.6902680406508335,0.064058667405374,1.7531146034313096,0,0,-0.14804883446701161
37.51714924651205,21.42359201155896,556.422724553474,0.3516923169546369,2,10.008428565659846,0.1326843440967226,1.8664022066722303,0,0,-0.1080418646538181
42.22545966009245,15.32698487159537,966.8814939954204,0.2837424828348463,1,7.470635922878199,0.2450795083826631,0.6073512422167464,0,0,-0.12390038384392432
19.285188655789057,29.2607748753484,552.2428590536286,0.1361510257855958,2,6.325623724417654,0.3183260389503325,2.5564217054585403,0,0,-0.13166988706247362
23.709714306671927,20.025615972451213,853.6091289949898,0.051289485592858,1,7.970002583046456,0.2415180325340257,1.3256570464280744,0,0,-0.17524327438622017
34.435520965770294,18.99871324927833,718.0024588804642,0.1318769358065432,0,8.126270910336519,0.3717698144191415,2.523039632963558,0,0,-0.16355856083234643
26.466736045906814,14.86283983708039,786.5299246667619,0.1706942969810351,1,8.419568581167375,0.2880306842401544,3.1993367809282507,0,0,-0.17376719336080548
29.694856750402163,22.97643348710093,1080.0594974221565,0.1495854827686905,0,8.580757050085705,0.0238708973249863,1.907694606199226,0,0,-0.10837240650499186
27.893088200381072,18.59599383257536,691.1652508582445,0.0537890330663855,3,10.80886701634948,0.182418602896668,1.8389096227383264,0,0,-0.10878533810253183
105.74645011293046,1.1958607029071209,2323.3606943493032,0.8087323501220758,8,19.68213230406939,0.9628139940191244,7.37247278051467,1,1,0.034181438454963575
29.34048034868772,10.812732644466909,1175.9160391272012,0.4432172334102976,0,5.143714723441899,0.2457631589458327,2.547302674776974,0,0,-0.074189731605595
26.38544740680945,16.525541615484336,861.1808169874274,0.0721496443501667,3,8.236218205081176,0.3583920966535608,3.078533546062947,0,0,-0.13434368470138391
16.459036564939247,13.005866561374628,706.1998546212083,0.2407109220472706,0,6.882470575446542,0.0777656643130214,1.4460314514225527,0,0,-0.1582874927454025
18.532051176854495,14.088983353187045,699.2074414000749,0.1415266974369336,0,4.872420767795937,0.2160763032740378,1.6765205781233727,0,0,-0.17105284046710095
28.9839863299636,26.45608464111348,834.010386599579,0.2673634474448333,1,7.069249477518492,0.2205694990139798,2.0007086276805217,0,0,-0.1524875116184825
32.6033907054884,23.905934390859503,457.2593466417478,0.048000615283615,1,8.527395431696094,0.447281075471809,3.058780673490247,0,0,-0.11549369094258144
50.28673288392881,7.122388552553165,1781.2659919367336,0.6470007360849493,6,22.29497000837145,1.0407960034018418,11.838372224749868,1,1,0.05797626824264834
20.186347102164824,17.2324944511154,577.8561041274963,0.0898875540691427,1,7.429653012233203,0.364617826070486,0.7465423867748755,0,0,-0.1595140421309259
30.45562377035971,17.79006905701823,551.832062666349,0.0973698407018904,0,9.366454347425693,0.1961538539377458,1.306689254410832,0,0,-0.1596110878353399
25.96236505369519,14.686661734314171,938.8970244829472,0.0744097459822678,2,7.159009464735395,0.3569144263935914,0.0,0,0,-0.12731804716941275
85.56730226858392,5.115204452010483,1588.911967424494,0.7206648966524596,12,25.62466272651621,1.0140759179376213,15.133086427572362,1,1,0.09783799520304226
95.71773934513584,3.656265178232344,2409.855410179338,0.7536076295859833,7,11.286140130594797,0.6385578704270003,11.571881536230205,1,1,0.06336250252773135
